diet_group,mean_ghgs,mean_land,mean_watscar,mean_eut,mean_ghgs_ch4,mean_ghgs_n2o,mean_bio,mean_watuse,mean_acid
fish,5.452488592039666,7.319217658908917,19709.24384611692,23.065932187088332,0.9162552991843332,0.35916477163149996,274.8575050563917,845.5949528909249,25.515539673081665
meat,7.9371793365709165,13.692232765381084,20485.836983835,31.951859903153334,1.5793299385269166,0.5636900455096666,339.61791189303335,914.7691923732166,35.725883740520835
meat100,13.624875999997833,28.558030488128583,27061.571591555832,50.675962938221666,2.910918953568417,0.9987577493110833,507.34622461111667,1172.1722059941667,55.79851725236583
meat50,5.7665503438945,8.607968830806582,17878.297107206832,23.974645279213334,1.08365362069475,0.394361496552,274.5922990097175,782.3290006154083,27.01685980826583
vegan,2.5510446270756666,4.433824901909416,15083.835326698167,11.202767862061835,0.14885622265591666,0.21400348981816666,122.01184664536667,443.40115649203335,11.281311318300666
veggie,4.758030222149666,6.9218136136054165,17347.139031091585,18.821006998407498,0.8234297711580832,0.32095822645125,267.5727129562108,600.4377755862166,22.7706088256625
